Student_ID,Mid_Sem_Marks,End_Sem_Marks,Internal_Marks
23103100,0.2,0.7818181818181817,0.2571428571428572
23103101,0.6333333333333333,0.6,0.6190476190476191
23103102,0.9333333333333333,0.16363636363636364,0.39047619047619053
23103103,0.4666666666666667,0.6363636363636364,0.4190476190476191
23103104,0.3333333333333333,0.23636363636363636,0.580952380952381
23103105,0.23333333333333334,0.5454545454545454,0.5333333333333334
23103106,0.9333333333333333,0.8545454545454545,0.04761904761904762
23103107,0.6666666666666666,0.2545454545454545,0.2571428571428572
23103108,0.2,0.12727272727272726,0.2571428571428572
23103109,0.8333333333333334,0.23636363636363636,0.40952380952380957
23103110,0.5401433691756272,0.39999999999999997,0.7904761904761906
23103111,0.5401433691756272,0.7090909090909091,0.2761904761904762
23103112,0.5401433691756272,0.36363636363636365,0.580952380952381
23103113,0.5401433691756272,0.2727272727272727,0.7047619047619048
23103114,0.5401433691756272,0.7999999999999999,0.8666666666666667
23103115,0.5401433691756272,0.3090909090909091,0.8380952380952382
23103116,0.1,0.8363636363636363,0.580952380952381
23103117,0.23333333333333334,0.41818181818181815,0.9142857142857144
23103118,0.7666666666666666,0.45454545454545453,0.0
23103119,0.06666666666666667,0.43636363636363634,0.24761904761904763
23103120,0.7,1.0,0.580952380952381
23103121,0.6666666666666666,0.7272727272727273,1.0
23103122,0.5401433691756272,0.509090909090909,0.01904761904761905
23103123,0.7666666666666666,0.465564738292011,0.6571428571428573
23103124,0.36666666666666664,0.7999999999999999,0.6761904761904762
23103125,0.9666666666666667,0.0,0.24761904761904763
23103126,0.16666666666666666,0.43636363636363634,0.0761904761904762
23103127,0.03333333333333333,0.10909090909090909,0.580952380952381
23103128,0.9,0.14545454545454545,0.34285714285714286
23103129,0.6666666666666666,0.41818181818181815,0.9142857142857144
23103130,0.0,0.0,0.4761904761904762
23103131,0.36666666666666664,0.7818181818181817,0.40952380952380957
23103132,0.8333333333333334,0.12727272727272726,0.21904761904761907
23103133,0.7,0.41818181818181815,0.7428571428571429
23103134,0.9333333333333333,0.18181818181818182,0.5523809523809524
23103135,0.36666666666666664,0.9090909090909091,0.29523809523809524
23103136,0.8,0.2909090909090909,0.9047619047619049
23103137,0.5333333333333333,0.12727272727272726,0.8285714285714286
23103138,0.8666666666666667,0.6181818181818182,0.48571428571428577
23103139,0.8666666666666667,0.6181818181818182,0.580952380952381
23103140,1.0,0.5818181818181818,0.5428571428571429
23103141,0.3,0.07272727272727272,0.48571428571428577
23103142,0.9,0.7454545454545454,0.10476190476190478
23103143,0.9,0.6909090909090909,0.36190476190476195
23103144,0.5,0.7272727272727273,0.009523809523809525
23103145,0.4666666666666667,0.4909090909090909,0.01904761904761905
23103146,0.9666666666666667,0.10909090909090909,0.9523809523809524
23103147,0.9666666666666667,0.14545454545454545,0.5238095238095238
23103148,0.4666666666666667,0.12727272727272726,0.761904761904762
23103149,0.9666666666666667,0.19999999999999998,0.5523809523809524
23103150,0.6,0.6,0.009523809523809525
23103151,0.36666666666666664,0.5818181818181818,0.009523809523809525
23103152,0.7333333333333333,0.8545454545454545,0.8666666666666667
23103153,0.6333333333333333,0.39999999999999997,0.5047619047619049
23103154,0.8,0.41818181818181815,0.8190476190476191
23103155,0.06666666666666667,0.6545454545454545,0.9523809523809524
23103156,0.13333333333333333,0.6181818181818182,0.9047619047619049
23103157,0.6,0.7818181818181817,0.9142857142857144
23103158,0.2,0.7090909090909091,0.0
23103159,0.6666666666666666,0.3818181818181818,0.17142857142857143
23103160,0.26666666666666666,0.4727272727272727,0.009523809523809525
23103161,0.2,0.6181818181818182,0.49523809523809526
23103162,0.5666666666666667,0.0,0.40952380952380957
23103163,0.1,0.6181818181818182,0.8476190476190477
23103164,0.8,0.6545454545454545,0.29523809523809524
23103165,0.9,0.8363636363636363,0.6571428571428573
23103166,0.43333333333333335,0.23636363636363636,0.29523809523809524
23103167,0.5666666666666667,0.03636363636363636,0.6380952380952382
23103168,0.8333333333333334,0.0,0.5142857142857143
23103169,0.26666666666666666,0.07272727272727272,0.7047619047619048
23103170,0.8333333333333334,0.45454545454545453,0.5238095238095238
23103171,0.6666666666666666,0.23636363636363636,0.1523809523809524
23103172,0.03333333333333333,0.6909090909090909,0.3523809523809524
23103173,0.6333333333333333,0.4727272727272727,0.21904761904761907
23103174,0.9,0.14545454545454545,0.6476190476190476
23103175,0.4666666666666667,0.2545454545454545,0.9238095238095239
23103176,0.9,0.2545454545454545,0.6571428571428573
23103177,0.2,0.45454545454545453,0.8095238095238096
23103178,0.36666666666666664,0.7454545454545454,0.09523809523809525
23103179,0.9333333333333333,0.21818181818181817,0.14285714285714288
23103180,0.23333333333333334,0.9090909090909091,0.9142857142857144
23103181,0.4666666666666667,0.5636363636363636,0.6857142857142857
23103182,0.06666666666666667,0.6909090909090909,0.5523809523809524
23103183,0.43333333333333335,0.8727272727272727,0.6571428571428573
23103184,0.5333333333333333,0.5636363636363636,0.7523809523809525
23103185,0.1,0.05454545454545454,0.8761904761904763
23103186,0.5666666666666667,0.5272727272727272,0.01904761904761905
23103187,0.23333333333333334,0.6545454545454545,0.18095238095238098
23103188,0.1,0.39999999999999997,0.5523809523809524
23103189,0.03333333333333333,0.6909090909090909,0.33333333333333337
23103190,0.9666666666666667,0.7999999999999999,0.17142857142857143
23103191,0.16666666666666666,0.2545454545454545,0.8476190476190477
23103192,0.7,0.7636363636363636,0.6285714285714287
23103193,0.3,0.509090909090909,0.17142857142857143
23103194,0.1,0.6363636363636364,0.18095238095238098
23103195,0.7,0.21818181818181817,0.9047619047619049
23103196,0.9333333333333333,0.5636363636363636,0.6666666666666667
23103197,1.0,0.10909090909090909,0.48571428571428577
23103198,0.5666666666666667,0.9090909090909091,0.3047619047619048
23103199,0.8333333333333334,0.3818181818181818,0.37142857142857144
